Id,Class
2997,6
2998,7
2999,0
3000,3
3001,2
3002,8
3003,3
3004,1
3005,5
3006,9
3007,1
3008,7
3009,3
3010,3
3011,8
3012,6
3013,1
3014,7
3015,0
3016,7
3017,9
3018,0
3019,1
3020,9
3021,0
3022,8
3023,1
3024,0
3025,3
3026,7
3027,4
3028,7
3029,3
3030,9
3031,0
3032,0
3033,4
3034,8
3035,4
3036,4
3037,6
3038,0
3039,1
3040,6
3041,8
3042,6
3043,3
3044,1
3045,2
3046,4
3047,7
3048,3
3049,6
3050,3
3051,9
3052,7
3053,1
3054,7
3055,1
3056,7
3057,3
3058,9
3059,3
3060,5
3061,8
3062,4
3063,3
3064,7
3065,2
3066,4
3067,8
3068,7
3069,1
3070,7
3071,2
3072,3
3073,7
3074,7
3075,9
3076,8
3077,2
3078,2
3079,3
3080,0
3081,7
3082,6
3083,3
3084,0
3085,3
3086,2
3087,2
3088,4
3089,3
3090,3
3091,3
3092,9
3093,1
3094,3
3095,3
3096,4
3097,8
3098,1
3099,0
3100,3
3101,2
3102,5
3103,8
3104,7
3105,8
3106,7
3107,3
3108,8
3109,3
3110,2
3111,0
3112,3
3113,1
3114,0
3115,9
3116,7
3117,3
3118,3
3119,4
3120,0
3121,3
3122,7
3123,3
3124,0
3125,5
3126,1
3127,4
3128,4
3129,2
3130,6
3131,4
3132,0
3133,8
3134,2
3135,9
3136,9
3137,0
3138,8
3139,0
3140,9
3141,7
3142,0
3143,7
3144,7
3145,7
3146,3
3147,4
3148,0
3149,3
3150,4
3151,7
3152,6
3153,7
3154,2
3155,4
3156,7
3157,7
3158,3
3159,9
3160,7
3161,3
3162,3
3163,2
3164,9
3165,1
3166,5
3167,7
3168,4
3169,2
3170,5
3171,7
3172,0
3173,1
3174,4
3175,9
3176,3
3177,1
3178,3
3179,4
3180,0
3181,5
3182,3
3183,0
3184,3
3185,3
3186,6
3187,5
3188,4
3189,6
3190,1
3191,6
3192,9
3193,0
3194,7
3195,0
3196,7
3197,9
3198,1
3199,2
3200,1
3201,1
3202,5
3203,1
3204,1
3205,2
3206,7
3207,0
3208,0
3209,1
3210,5
3211,8
3212,0
3213,8
3214,1
3215,1
3216,3
3217,1
3218,1
3219,7
3220,3
3221,0
3222,2
3223,9
3224,1
3225,3
3226,0
3227,8
3228,2
3229,1
3230,9
3231,2
3232,8
3233,8
3234,2
3235,9
3236,2
3237,3
3238,0
3239,8
3240,3
3241,4
3242,1
3243,2
3244,9
3245,2
3246,0
3247,4
3248,5
3249,3
3250,9
3251,2
3252,9
3253,5
3254,1
3255,4
3256,1
3257,8
3258,1
3259,3
3260,4
3261,8
3262,6
3263,0
3264,8
3265,7
3266,1
3267,0
3268,7
3269,7
